[2019-08-03 18:02:22,041] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=kafka.controller (kafka.controller)
[2019-08-03 18:02:53,676] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=kafka.controller (kafka.controller)
[2019-08-03 18:48:45,971] INFO [ControllerEventThread controllerId=0] Starting (kafka.controller.ControllerEventManager$ControllerEventThread)
[2019-08-03 20:17:37,835] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 20:28:03,843] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=kafka.controller (kafka.controller)
[2019-08-03 20:29:07,975] INFO [ControllerEventThread controllerId=0] Starting (kafka.controller.ControllerEventManager$ControllerEventThread)
[2019-08-03 20:29:08,019] INFO [Controller id=0] 0 successfully elected as the controller. Epoch incremented to 4 and epoch zk version is now 4 (kafka.controller.KafkaController)
[2019-08-03 20:29:08,019] INFO [Controller id=0] Registering handlers (kafka.controller.KafkaController)
[2019-08-03 20:29:08,022] INFO [Controller id=0] Deleting log dir event notifications (kafka.controller.KafkaController)
[2019-08-03 20:29:08,023] INFO [Controller id=0] Deleting isr change notifications (kafka.controller.KafkaController)
[2019-08-03 20:29:08,025] INFO [Controller id=0] Initializing controller context (kafka.controller.KafkaController)
[2019-08-03 20:29:08,046] INFO [Controller id=0] Initialized broker epochs cache: Map(0 -> 96) (kafka.controller.KafkaController)
[2019-08-03 20:29:08,053] DEBUG [Controller id=0] Register BrokerModifications handler for Set(0) (kafka.controller.KafkaController)
[2019-08-03 20:29:08,117] DEBUG [Channel manager on controller 0]: Controller 0 trying to connect to broker 0 (kafka.controller.ControllerChannelManager)
[2019-08-03 20:29:08,133] INFO [Controller id=0] Partitions being reassigned: Map() (kafka.controller.KafkaController)
[2019-08-03 20:29:08,134] INFO [Controller id=0] Currently active brokers in the cluster: Set(0) (kafka.controller.KafkaController)
[2019-08-03 20:29:08,135] INFO [Controller id=0] Currently shutting brokers in the cluster: Set() (kafka.controller.KafkaController)
[2019-08-03 20:29:08,135] INFO [Controller id=0] Current list of topics in the cluster: Set(phongdotestkafka03082019, __consumer_offsets, phongtest) (kafka.controller.KafkaController)
[2019-08-03 20:29:08,135] INFO [Controller id=0] Fetching topic deletions in progress (kafka.controller.KafkaController)
[2019-08-03 20:29:08,138] INFO [RequestSendThread controllerId=0] Starting (kafka.controller.RequestSendThread)
[2019-08-03 20:29:08,142] INFO [Controller id=0] List of topics to be deleted:  (kafka.controller.KafkaController)
[2019-08-03 20:29:08,142] INFO [Controller id=0] List of topics ineligible for deletion:  (kafka.controller.KafkaController)
[2019-08-03 20:29:08,143] INFO [Controller id=0] Initializing topic deletion manager (kafka.controller.KafkaController)
[2019-08-03 20:29:08,143] INFO [Controller id=0] Sending update metadata request (kafka.controller.KafkaController)
[2019-08-03 20:29:08,167] INFO [RequestSendThread controllerId=0] Controller 0 connected to DESKTOP-41AHJ2O:9092 (id: 0 rack: null) for sending state change requests (kafka.controller.RequestSendThread)
[2019-08-03 20:29:08,189] INFO [ReplicaStateMachine controllerId=0] Initializing replica state (kafka.controller.ReplicaStateMachine)
[2019-08-03 20:29:08,192] INFO [ReplicaStateMachine controllerId=0] Triggering online replica state changes (kafka.controller.ReplicaStateMachine)
[2019-08-03 20:29:08,210] INFO [ReplicaStateMachine controllerId=0] Started replica state machine with initial state -> Map([Topic=phongtest,Partition=0,Replica=0] -> OnlineReplica, [Topic=__consumer_offsets,Partition=0,Replica=0] -> OnlineReplica, [Topic=phongdotestkafka03082019,Partition=0,Replica=0] -> OnlineReplica) (kafka.controller.ReplicaStateMachine)
[2019-08-03 20:29:08,210] INFO [PartitionStateMachine controllerId=0] Initializing partition state (kafka.controller.PartitionStateMachine)
[2019-08-03 20:29:08,213] INFO [PartitionStateMachine controllerId=0] Triggering online partition state changes (kafka.controller.PartitionStateMachine)
[2019-08-03 20:29:08,214] INFO [PartitionStateMachine controllerId=0] Started partition state machine with initial state -> Map(phongdotestkafka03082019-0 -> OnlinePartition, __consumer_offsets-0 -> OnlinePartition, phongtest-0 -> OnlinePartition) (kafka.controller.PartitionStateMachine)
[2019-08-03 20:29:08,214] INFO [Controller id=0] Ready to serve as the new controller with epoch 4 (kafka.controller.KafkaController)
[2019-08-03 20:29:08,215] INFO [Controller id=0] Removing partitions Set() from the list of reassigned partitions in zookeeper (kafka.controller.KafkaController)
[2019-08-03 20:29:08,216] INFO [Controller id=0] No more partitions need to be reassigned. Deleting zk path /admin/reassign_partitions (kafka.controller.KafkaController)
[2019-08-03 20:29:08,220] INFO [Controller id=0] Partitions undergoing preferred replica election:  (kafka.controller.KafkaController)
[2019-08-03 20:29:08,221] INFO [Controller id=0] Partitions that completed preferred replica election:  (kafka.controller.KafkaController)
[2019-08-03 20:29:08,221] INFO [Controller id=0] Skipping preferred replica election for partitions due to topic deletion:  (kafka.controller.KafkaController)
[2019-08-03 20:29:08,222] INFO [Controller id=0] Resuming preferred replica election for partitions:  (kafka.controller.KafkaController)
[2019-08-03 20:29:08,223] INFO [Controller id=0] Starting preferred replica leader election for partitions  (kafka.controller.KafkaController)
[2019-08-03 20:29:08,257] INFO [Controller id=0] Starting the controller scheduler (kafka.controller.KafkaController)
[2019-08-03 20:29:13,261] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 20:29:13,296] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), phongtest-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 20:29:13,297] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 20:29:13,297] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 20:32:23,499] INFO [Controller id=0] New topics: [Set(saxovntest1)], deleted topics: [Set()], new partition replica assignment [Map(saxovntest1-0 -> Vector(0))] (kafka.controller.KafkaController)
[2019-08-03 20:32:23,499] INFO [Controller id=0] New partition creation callback for saxovntest1-0 (kafka.controller.KafkaController)
[2019-08-03 20:34:13,299] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 20:34:13,300] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), phongtest-0 -> Vector(0), __consumer_offsets-0 -> Vector(0), saxovntest1-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 20:34:13,300] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 20:34:13,301] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 20:39:13,302] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 20:39:13,303] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), phongtest-0 -> Vector(0), __consumer_offsets-0 -> Vector(0), saxovntest1-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 20:39:13,303] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 20:39:13,303] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 20:44:13,305] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 20:44:13,306] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), phongtest-0 -> Vector(0), __consumer_offsets-0 -> Vector(0), saxovntest1-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 20:44:13,306] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 20:44:13,306] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
